"$defaultCurrency=NOK";;;;;;;;;
"insert PriceRow";"catalogVersion(catalog(id),version)";"currency(isocode)[default=$defaultCurrency]";"giveAwayPrice[allownull=true]";"minqtd[allownull=true]";"net[allownull=true]";"price[allownull=true]";"product(catalogVersion(catalog(id),version),code)";"unit(code)[allownull=true]";"unitFactor[allownull=true]"
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:94714";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300402727";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300402732";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300402743";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300402745";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300402746";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300402767";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300402768";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:97607";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427236";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427237";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427243";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427245";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427249";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300689176";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:97693";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300427734";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300427735";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300427739";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300427741";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300427743";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300427744";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300427747";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:95521";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414561";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414562";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414538";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414539";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414540";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414541";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414545";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414563";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414564";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414566";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414553";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414555";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414556";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300414551";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";185,628;"apparelProductCatalog:Online:95288";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";185,628;"apparelProductCatalog:Online:300409041";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";185,628;"apparelProductCatalog:Online:300409038";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";185,628;"apparelProductCatalog:Online:300409039";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";185,628;"apparelProductCatalog:Online:300409040";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";163,308;"apparelProductCatalog:Online:95290";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";163,308;"apparelProductCatalog:Online:300409065";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";163,308;"apparelProductCatalog:Online:300409066";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";163,308;"apparelProductCatalog:Online:300409067";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";163,308;"apparelProductCatalog:Online:300409068";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";163,308;"apparelProductCatalog:Online:300409069";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";163,308;"apparelProductCatalog:Online:300409062";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";334,428;"apparelProductCatalog:Online:97692";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";334,428;"apparelProductCatalog:Online:300427729";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";334,428;"apparelProductCatalog:Online:300427730";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";334,428;"apparelProductCatalog:Online:300427731";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";334,428;"apparelProductCatalog:Online:300427732";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";334,428;"apparelProductCatalog:Online:300660287";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:95464";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413142";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413144";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413162";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413163";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413132";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413180";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413181";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413151";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413166";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413170";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413138";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413139";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413175";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413124";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300413127";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:94491";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427238";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427239";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427240";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300427241";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:94374";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398341";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398342";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398337";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398347";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398348";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398350";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398365";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398366";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300398368";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2529,228;"apparelProductCatalog:Online:100378";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2529,228;"apparelProductCatalog:Online:300441900";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1636,428;"apparelProductCatalog:Online:110839";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1636,428;"apparelProductCatalog:Online:300515235";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2082,828;"apparelProductCatalog:Online:101580";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2082,828;"apparelProductCatalog:Online:300447989";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2826,828;"apparelProductCatalog:Online:117452";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2826,828;"apparelProductCatalog:Online:300564864";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2826,828;"apparelProductCatalog:Online:300568569";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2380,428;"apparelProductCatalog:Online:97199";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2380,428;"apparelProductCatalog:Online:300423664";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2380,428;"apparelProductCatalog:Online:300423665";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2678,028;"apparelProductCatalog:Online:108295";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2678,028;"apparelProductCatalog:Online:300494174";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";2678,028;"apparelProductCatalog:Online:300494175";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1487,628;"apparelProductCatalog:Online:97252";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1487,628;"apparelProductCatalog:Online:300423718";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1487,628;"apparelProductCatalog:Online:300423720";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:95361";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300410407";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300410422";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300410409";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300410410";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300410412";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300410415";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300410400";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:102284";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300453455";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300453457";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:99063";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300438589";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300438590";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";632,028;"apparelProductCatalog:Online:300438592";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";483,228;"apparelProductCatalog:Online:95353";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";483,228;"apparelProductCatalog:Online:300410252";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";483,228;"apparelProductCatalog:Online:300410253";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";483,228;"apparelProductCatalog:Online:300410258";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:95366";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300410520";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300410523";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300410529";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";483,228;"apparelProductCatalog:Online:95367";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";483,228;"apparelProductCatalog:Online:300410535";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";148,428;"apparelProductCatalog:Online:300564393";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";148,428;"apparelProductCatalog:Online:300564395";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:104668";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466677";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466679";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466680";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466681";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466683";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466682";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466678";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466684";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300466685";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";245,148;"apparelProductCatalog:Online:105979";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";245,148;"apparelProductCatalog:Online:300476951";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";245,148;"apparelProductCatalog:Online:300476952";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";245,148;"apparelProductCatalog:Online:300476953";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";245,148;"apparelProductCatalog:Online:300476954";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";245,148;"apparelProductCatalog:Online:300476955";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";245,148;"apparelProductCatalog:Online:300476956";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:96022";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415712";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415714";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415713";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415711";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415715";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415709";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415716";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415710";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300415708";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:93762";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300395984";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300395983";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300395985";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";133,548;"apparelProductCatalog:Online:300395982";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";140,988;"apparelProductCatalog:Online:105977";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";140,988;"apparelProductCatalog:Online:300476944";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";140,988;"apparelProductCatalog:Online:300476945";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";140,988;"apparelProductCatalog:Online:300476946";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";140,988;"apparelProductCatalog:Online:300476947";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:100988";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300649655";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";260,028;"apparelProductCatalog:Online:300444080";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";148,428;"apparelProductCatalog:Online:94172";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";148,428;"apparelProductCatalog:Online:300396667";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:96026";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300415740";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300415739";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300415737";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:111159";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300689173";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";222,828;"apparelProductCatalog:Online:300689175";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399859";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399865";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399883";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399886";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300399877";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:97788";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300428254";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";483,228;"apparelProductCatalog:Online:300410538";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";483,228;"apparelProductCatalog:Online:300410542";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1264,428;"apparelProductCatalog:Online:94942";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";1264,428;"apparelProductCatalog:Online:300405281";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:107728";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300491715";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";892,428;"apparelProductCatalog:Online:300491716";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:95453";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412843";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412848";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412834";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412836";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412823";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412824";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412826";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412827";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412828";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412829";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412830";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412831";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412813";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412816";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412818";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";408,828;"apparelProductCatalog:Online:300412839";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:81252";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300321391";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";297,228;"apparelProductCatalog:Online:300321401";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";520,428;"apparelProductCatalog:Online:98913";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";520,428;"apparelProductCatalog:Online:300438085";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300412405";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300412377";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300412378";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300412379";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300412380";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:95438";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412444";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412425";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412426";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412427";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412429";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412431";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412432";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412433";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412434";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412435";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412437";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412438";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412439";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412455";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412457";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412449";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412450";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412451";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";818,028;"apparelProductCatalog:Online:300412453";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:99146";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438780";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438781";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438779";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438788";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438789";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438790";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438791";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438785";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";966,828;"apparelProductCatalog:Online:300438786";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:103335";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300459760";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300459761";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300459762";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300459763";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300459772";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300459773";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300459774";"pieces";1
;"apparelProductCatalog:Online";;"false";1;"false";743,628;"apparelProductCatalog:Online:300459766";"pieces";1
